Age Group,Gender,Occupation,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Top Movie 1,Top Movie 2,Top Movie 3,Top Movie 4,Top Movie 5
25-34,Female,Technician/Engineer,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Like,Like,Like,Dunkirk,Full Metal Jacket,Se7en,Black Swan,1917
56+,Male,Sales/Marketing,Neutral,Dislike,Like,Neutral,Dislike,Like,Neutral,Like,Like,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Dislike,Like,Zodiac,Casino,Frozen,Eragon,Silver Linings Playbook
25-34,Female,Farmer,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Ex Machina,Shutter Island,The King's Speech,Paranormal Activity,Life of Pi
35-44,Male,Programmer,Neutral,Dislike,Like,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Like,Like,Dislike,Dislike,Neutral,The Shawshank Redemption,Ratatouille,Inside Out,Up,Shrek
35-44,Male,College/Grad Student,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Dislike,Like,Percy Jackson,The Green Mile,The Pursuit of Happyness,Mamma Mia!,West Side Story
56+,Female,Programmer,Like,Dislike,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Chicago,Skyfall,Looper,Elysium,Prisoners
56+,Female,Self-Employed,Like,Like,Neutral,Like,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,The Exorcist,Seven,Terminator 2,The Ring,Pride and Prejudice
56+,Male,Tradesman/Craftsman,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Mystic River,Casino,Heat,Moana,Moonlight
18-24,Male,Writer,Neutral,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Dislike,Like,Dislike,Neutral,Like,The Hangover,Arrival,Fahrenheit 9/11,Borat,Inside Job
50-55,Male,Other,Like,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Like,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Dislike,Stardust,American Beauty,Frozen,Mean Girls,The Sound of Music
Under 18,Male,Writer,Neutral,Like,Neutral,Like,Dislike,Neutral,Like,Dislike,Neutral,Like,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,The Maltese Falcon,National Treasure,Django Unchained,The Social Dilemma,The Revenant
18-24,Male,Unemployed,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Dislike,Dislike,Dislike,Neutral,Dislike,Like,Willow,Django Unchained,West Side Story,3:10 to Yuma,Into the Woods
45-49,Female,Writer,Like,Like,Dislike,Neutral,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Dislike,Neutral,Like,Like,Like,Like,Neutral,Avatar,The Silence of the Lambs,The Notebook,Edge of Tomorrow,Memento
35-44,Female,K-12 Student,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Like,Neutral,Like,Neutral,Like,Like,Like,Neutral,Like,Neutral,Like,Gladiator,Unforgiven,Se7en,The Third Man,"The Good, the Bad and the Ugly"
35-44,Male,Other,Neutral,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Dislike,Neutral,Dislike,Dislike,Dislike,Dislike,Like,3:10 to Yuma,Eragon,Moonlight,Fantastic Beasts,The Jungle Book
Under 18,Male,College/Grad Student,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Dislike,Like,Like,Like,Fantastic Beasts,Inside Out,Oldboy,American Gangster,Mystic River
50-55,Male,Programmer,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Like,Dislike,Dislike,Neutral,Like,Inside Job,Notting Hill,The Incredibles,The Fault in Our Stars,Finding Nemo
35-44,Male,Writer,Like,Dislike,Neutral,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Superbad,Touch of Evil,The Greatest Showman,The Chronicles of Narnia,A Beautiful Mind
45-49,Female,Retired,Dislike,Like,Neutral,Dislike,Like,Like,Dislike,Like,Dislike,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Life of Pi,No Country for Old Men,The Departed,The Pursuit of Happyness,American Sniper
25-34,Female,Sales/Marketing,Dislike,Neutral,Like,Neutral,Neutral,Like,Like,Like,Dislike,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Like,No Country for Old Men,No Country for Old Men,Gone Girl,The Shawshank Redemption,Ex Machina
56+,Other,Customer Service,Like,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Dislike,Like,The Godfather,Knives Out,Gladiator,The Hangover,Casino
18-24,Male,K-12 Student,Like,Like,Neutral,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Like,Dislike,Neutral,Like,Dislike,Neutral,Get Out,The Lego Movie,Prisoners,Black Swan,The Others
56+,Female,Writer,Like,Like,Dislike,Dislike,Like,Like,Neutral,Like,Like,Dislike,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Saving Private Ryan,The Godfather,Mystic River,Seven,The King's Speech
35-44,Other,Sales/Marketing,Dislike,Like,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Neutral,Like,National Treasure,Blackfish,Get Out,13th,Up
Under 18,Female,Doctor/Health Care,Dislike,Like,Like,Like,Dislike,Like,Like,Neutral,Like,Like,Dislike,Neutral,Like,Dislike,Like,Dislike,Neutral,Like,The Magnificent Seven,Avatar,13th,Won’t You Be My Neighbor?,Cars
18-24,Male,Lawyer,Like,Dislike,Dislike,Neutral,Like,Like,Dislike,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Dislike,Neutral,Like,No Country for Old Men,Zodiac,The Third Man,Pulp Fiction,The Matrix
25-34,Female,Farmer,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Dislike,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Dislike,Gone Girl,Elysium,Bolt,Arrival,Minority Report
Under 18,Male,Homemaker,Like,Dislike,Like,Like,Neutral,Dislike,Dislike,Like,Dislike,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Like,Platoon,Fury,Forrest Gump,John Wick,The Babadook
45-49,Male,Clerical/Admin,Like,Like,Neutral,Dislike,Dislike,Like,Dislike,Neutral,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,The Magnificent Seven,Gladiator,Oldboy,The Exorcist,King Kong
50-55,Female,Writer,Like,Dislike,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Dislike,Neutral,Neutral,Dislike,Die Hard,The Lion King,Superbad,The Departed,The Avengers
50-55,Male,Scientist,Like,Like,Like,Like,Neutral,Neutral,Like,Dislike,Like,Neutral,Like,Like,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Mamma Mia!,13th,Paddington,Fantastic Beasts,The Greatest Showman
35-44,Female,Farmer,Like,Neutral,Like,Neutral,Like,Dislike,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Like,The Notebook,The Dark Knight,True Grit,Borat,Finding Nemo
50-55,Male,Clerical/Admin,Like,Dislike,Like,Like,Like,Neutral,Dislike,Like,Neutral,Like,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Up,The Fault in Our Stars,Letters from Iwo Jima,The Ring,Zootopia
50-55,Female,Tradesman/Craftsman,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Dislike,Neutral,Ratatouille,No Country for Old Men,Looper,Dune,The Third Man
35-44,Male,Homemaker,Like,Neutral,Dislike,Neutral,Dislike,Neutral,Like,Like,Like,Dislike,Dislike,Neutral,Dislike,Like,Like,Dislike,Neutral,Like,The Hateful Eight,The Dark Knight,Titanic,La La Land,Free Solo
18-24,Male,Unemployed,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Neutral,The Departed,Dune,Inside Out,American Beauty,Blade Runner 2049
25-34,Female,College/Grad Student,Like,Like,Like,Neutral,Neutral,Dislike,Like,Dislike,Like,Neutral,Like,Dislike,Like,Dislike,Like,Neutral,Like,Like,The Blair Witch Project,John Wick,Fantastic Beasts,Citizenfour,Life of Pi
35-44,Female,Lawyer,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Sunset Boulevard,The Lego Movie,Night and the City,Inception,3:10 to Yuma
Under 18,Female,Retired,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Neutral,Like,Like,Like,Dislike,Like,Like,Neutral,Like,No Country for Old Men,The Magnificent Seven,True Grit,The King's Speech,No Country for Old Men
35-44,Female,Academic/Educator,Dislike,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Like,La La Land,Borat,Les Misérables,Anchorman,True Grit
50-55,Male,Other,Dislike,Dislike,Neutral,Dislike,Dislike,Neutral,Like,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Like,Neutral,Moonlight,500 Days of Summer,Shutter Island,The Blair Witch Project,Oldboy
Under 18,Female,K-12 Student,Neutral,Like,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Dislike,Like,Neutral,Like,Neutral,Like,Like,Like,Out of the Past,The Lord of the Rings,Ratatouille,The Incredibles,The Lion King
50-55,Male,Unemployed,Dislike,Like,Dislike,Neutral,Like,Dislike,Dislike,Like,Neutral,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Prisoners,Dumb and Dumber,Black Swan,Interstellar,Sunset Boulevard
35-44,Female,Writer,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Neutral,Dune,Full Metal Jacket,Zootopia,Ratatouille,The Ring
56+,Male,K-12 Student,Dislike,Neutral,Neutral,Like,Dislike,Like,Neutral,Like,Dislike,Like,Like,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,Despicable Me,The Maltese Falcon,Fight Club,Moana,The Departed
50-55,Male,Self-Employed,Dislike,Dislike,Like,Like,Like,Dislike,Like,Dislike,Dislike,Like,Neutral,Like,Like,Like,Dislike,Like,Neutral,Neutral,Out of the Past,Notting Hill,The Big Sleep,Split,A Walk to Remember
35-44,Female,Executive/Managerial,Dislike,Like,Dislike,Like,Neutral,Like,Like,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Citizenfour,Fahrenheit 9/11,Indiana Jones,The Prestige,Brave
25-34,Female,Clerical/Admin,Like,Like,Neutral,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Neutral,Like,Dislike,Like,Neutral,Like,Terminator 2,Touch of Evil,The Fault in Our Stars,Silver Linings Playbook,A Walk to Remember
25-34,Male,Other,Neutral,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Neutral,Dislike,Silver Linings Playbook,Free Solo,Goodfellas,Oldboy,Night and the City
50-55,Male,Programmer,Like,Like,Neutral,Neutral,Like,Dislike,Like,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Willow,John Wick,The Girl with the Dragon Tattoo,The Golden Compass,National Treasure
35-44,Male,Doctor/Health Care,Like,Dislike,Dislike,Like,Neutral,Like,Like,Dislike,Dislike,Like,Like,Dislike,Like,Dislike,Dislike,Like,Dislike,Dislike,The Ring,Prisoners,Gone Girl,The Exorcist,The Social Dilemma
18-24,Female,Tradesman/Craftsman,Dislike,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Dislike,Like,Neutral,Like,Inside Job,Django Unchained,Unforgiven,Mystic River,The Ring
45-49,Female,Sales/Marketing,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Neutral,Like,Like,Like,Like,Fury,"The Good, the Bad and the Ugly",Moonlight,The Prestige,Prisoners
35-44,Female,Other,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,The Shawshank Redemption,Moonlight,Grease,The Others,Touch of Evil
56+,Female,Programmer,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Dislike,Neutral,Dislike,Dislike,Neutral,Neutral,Dislike,Like,Dislike,Dislike,The Silence of the Lambs,Goodfellas,The King's Speech,Borat,Inside Out
Under 18,Male,Tradesman/Craftsman,Like,Dislike,Like,Like,Neutral,Dislike,Like,Dislike,Like,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Neutral,The Chronicles of Narnia,The Conjuring,Moana,The Silence of the Lambs,The Sound of Music
18-24,Other,K-12 Student,Like,Neutral,Neutral,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Neutral,Like,Like,Django Unchained,3:10 to Yuma,Free Solo,The Avengers,Ice Age
50-55,Male,Lawyer,Neutral,Dislike,Like,Like,Like,Dislike,Like,Neutral,Like,Dislike,Dislike,Neutral,Dislike,Dislike,Like,Dislike,Like,Like,Paddington,Full Metal Jacket,Won’t You Be My Neighbor?,No Country for Old Men,The Thin Red Line
45-49,Female,Tradesman/Craftsman,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Hereditary,Fantastic Beasts,Gone Girl,La La Land,The Notebook
25-34,Other,Writer,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Dislike,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Fight Club,West Side Story,The Hangover,Nightcrawler,The Girl on the Train
35-44,Male,Sales/Marketing,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Like,Dislike,Like,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Tombstone,Whiplash,The Conjuring,Cars,Ice Age
Under 18,Male,Unemployed,Neutral,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Neutral,Like,Like,Like,Like,Dislike,Like,Neutral,Like,Django Unchained,Paranormal Activity,Silver Linings Playbook,Mystic River,Knives Out
18-24,Male,Unemployed,Like,Dislike,Like,Neutral,Like,Like,Dislike,Dislike,Neutral,Like,Like,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Grease,A Quiet Place,Up,Borat,American Gangster
Under 18,Other,Programmer,Like,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Like,Dislike,Neutral,Moana,Gladiator,The Jungle Book,The Godfather,The Greatest Showman
56+,Male,Clerical/Admin,Dislike,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Neutral,Dislike,Like,Mean Girls,"The Good, the Bad and the Ugly",Tombstone,Gone Girl,Stardust
45-49,Female,Retired,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Like,Dislike,Neutral,Neutral,Like,The Revenant,Mystic River,Napoleon Dynamite,Before Sunrise,Grease
45-49,Male,Doctor/Health Care,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Neutral,Dislike,Like,Dislike,The Jungle Book,Shutter Island,Percy Jackson,Full Metal Jacket,The Lord of the Rings
45-49,Male,Clerical/Admin,Dislike,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Dislike,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,Neutral,Napoleon Dynamite,King Kong,Harry Potter,The Conjuring,Interstellar
25-34,Male,Sales/Marketing,Neutral,Like,Like,Neutral,Like,Dislike,Like,Neutral,Like,Like,Dislike,Dislike,Neutral,Like,Like,Dislike,Dislike,Neutral,The Revenant,Up,The Matrix,The Notebook,Interstellar
50-55,Female,College/Grad Student,Like,Like,Neutral,Like,Like,Neutral,Dislike,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Like,Like,Like,Grease,Out of the Past,Hacksaw Ridge,Dunkirk,Tombstone
18-24,Other,Programmer,Dislike,Dislike,Like,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Dislike,Like,Like,Neutral,Dislike,Like,Get Out,The Exorcist,Dumb and Dumber,Pride and Prejudice,Double Indemnity
50-55,Female,Self-Employed,Like,Dislike,Dislike,Like,Neutral,Neutral,Dislike,Like,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Like,Like,Neutral,Like,The Lego Movie,Gladiator,Blade Runner 2049,The Maltese Falcon,Terminator 2
35-44,Male,Retired,Like,Dislike,Like,Dislike,Like,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Like,Like,Like,Dislike,Like,Like,Prisoners,Gladiator,Fury,Superbad,The Dark Knight
18-24,Male,K-12 Student,Like,Neutral,Neutral,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Like,Dislike,Heat,Cars,The Others,The Big Sleep,Get Out
Under 18,Male,Scientist,Dislike,Like,Neutral,Dislike,Neutral,Dislike,Dislike,Like,Neutral,Like,Dislike,Dislike,Neutral,Neutral,Like,Like,Like,Like,The Green Mile,Life of Pi,3:10 to Yuma,Saving Private Ryan,The Pursuit of Happyness
25-34,Male,Unemployed,Dislike,Like,Neutral,Dislike,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Dislike,Neutral,Dislike,Neutral,Dislike,Neutral,The Golden Compass,The Revenant,Eragon,Bridesmaids,Casino
18-24,Male,College/Grad Student,Neutral,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Avatar,The Notebook,La La Land,The Lion King,Coco
18-24,Female,Other,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Dislike,Neutral,Dislike,Like,Forrest Gump,500 Days of Summer,13th,Citizenfour,Inception
45-49,Male,Other,Like,Dislike,Dislike,Like,Neutral,Like,Dislike,Dislike,Like,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Like,Like,Die Hard,3:10 to Yuma,The Ring,Pan's Labyrinth,The Departed
18-24,Female,Self-Employed,Dislike,Dislike,Like,Neutral,Neutral,Like,Like,Dislike,Dislike,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Get Out,The Lion King,District 9,Prisoners,Fahrenheit 9/11
50-55,Female,Executive/Managerial,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Citizenfour,Ice Age,13th,Blackfish,The Cove
25-34,Female,Homemaker,Like,Like,Dislike,Dislike,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,National Treasure,Platoon,The Bourne Ultimatum,Inception,Superbad
35-44,Male,Technician/Engineer,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Neutral,Like,Dislike,Dislike,West Side Story,The Shawshank Redemption,The Chronicles of Narnia,Jiro Dreams of Sushi,Minions
50-55,Male,Clerical/Admin,Like,Dislike,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Dislike,Like,Neutral,Dislike,Neutral,Dislike,Like,Dislike,Gilda,Platoon,Eragon,The Thin Red Line,The Godfather
18-24,Other,Other,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Dislike,Before Sunrise,The Sixth Sense,Anchorman,The Others,The Third Man
50-55,Male,Farmer,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Neutral,Like,Like,Minority Report,Open Range,1917,Zootopia,The Thin Red Line
18-24,Male,Tradesman/Craftsman,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Ratatouille,Coco,Frozen,Singin' in the Rain,The Babadook
18-24,Female,Farmer,Like,Like,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Like,Like,Neutral,Dislike,Dislike,Neutral,Like,Dislike,Neutral,The Ring,Inside Out,Terminator 2,Finding Nemo,Double Indemnity
35-44,Female,Scientist,Like,Dislike,Like,Neutral,Like,Dislike,Neutral,Like,Like,Like,Dislike,Dislike,Neutral,Like,Dislike,Neutral,Like,Like,The Green Mile,Napoleon Dynamite,Mean Girls,Letters from Iwo Jima,A Walk to Remember
50-55,Female,Retired,Neutral,Like,Like,Like,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Like,Like,Like,Dislike,Like,Dislike,Like,Paranormal Activity,Pulp Fiction,Moonlight,It,La La Land
25-34,Male,Lawyer,Like,Neutral,Dislike,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,The Hangover,Night and the City,Terminator 2,Edge of Tomorrow,Se7en
25-34,Male,College/Grad Student,Like,Dislike,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Like,John Wick,American Gangster,Ice Age,Looper,Saving Private Ryan
18-24,Male,Tradesman/Craftsman,Dislike,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Dunkirk,Step Brothers,Bolt,Brave,Minority Report
50-55,Male,Other,Dislike,Dislike,Neutral,Neutral,Like,Like,Dislike,Neutral,Like,Like,Dislike,Neutral,Dislike,Like,Dislike,Like,Like,Neutral,Dumb and Dumber,Gilda,Titanic,Seven,The Silence of the Lambs
56+,Female,Lawyer,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Like,Forrest Gump,Brave,Life of Pi,The Others,Grease
35-44,Male,Unemployed,Like,Neutral,Dislike,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Tombstone,Skyfall,The Matrix,Se7en,Open Range
35-44,Male,Self-Employed,Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Neutral,Like,Like,Dislike,Like,Like,Like,Dislike,Neutral,Neutral,Goodfellas,Finding Nemo,Gilda,The Revenant,The Exorcist
45-49,Female,Programmer,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Like,Neutral,Anchorman,Minority Report,West Side Story,It,The Hobbit
56+,Female,Other,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,A Beautiful Mind,Night and the City,The Conjuring,Citizenfour,Pulp Fiction
56+,Female,Technician/Engineer,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Neutral,Neutral,Like,Dislike,Like,The Lion King,Knives Out,Step Brothers,The Bourne Ultimatum,Oldboy
35-44,Female,Clerical/Admin,Neutral,Like,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Letters from Iwo Jima,Coco,A Quiet Place,La La Land,Interstellar
50-55,Male,Clerical/Admin,Dislike,Like,Like,Like,Like,Neutral,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Like,The Lego Movie,American Sniper,Moonlight,Hacksaw Ridge,Letters from Iwo Jima
50-55,Male,Clerical/Admin,Dislike,Dislike,Like,Neutral,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Dislike,Like,Dislike,Like,Like,Like,The Third Man,Singin' in the Rain,Mean Girls,Double Indemnity,Grease
18-24,Male,Homemaker,Like,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Neutral,Fahrenheit 9/11,The Social Dilemma,The Big Sleep,The Conjuring,Before Sunrise
